person1_name,person1_dob,person1_tob,person1_pob,person1_moon_sign,person1_nakshatra,person2_name,person2_dob,person2_tob,person2_pob,person2_moon_sign,person2_nakshatra,varna_score,vashya_score,tara_score,yoni_score,graha_maitri_score,gana_score,bhakoot_score,nadi_score,total_score,compatible
Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,1,0,3,2,4,1,0,8,19,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,0,0,1,3,0,0,0,0,4,0
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,2,1,2,3,1,0,8,18,1
About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,0,0,1,0,3,6,7,0,17,0
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,1,1,3,0,1,7,8,22,1
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Sarwanjit Singh,"July 03, 1988",12:00:00,Ludhiana,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,3,1,5,7,0,18,1
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,0,1,0,0,0,7,8,17,0
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
About Virat Singh/ Who is Virat Singh ?,"December 8, 1997",12:00:00,Jamshedpur,Pisces,Purva Bhadrapada,About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,0,1,1,2,3,6,7,8,28,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,2,3,4,5,6,7,0,28,1
About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,1,2,1,2,4,0,0,8,18,1
Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,Leonardo Bonucci,"May 01, 1987",12:00:00,"Viterbo, Italy",Taurus,Krittika,1,0,1,2,0,6,7,0,17,0
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,1,0,3,3,5,0,0,8,20,1
Salman Khan-1,"December 27, 1965",09:30:00,Mumbai,Capricorn,Uttara Ashadha,About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,0,1,1,3,5,6,7,8,31,1
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,2,3,3,4,1,0,0,14,0
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,1,1,2,3,1,7,8,23,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,0,0,1,4,3,6,0,8,22,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,1,0,3,3,4,1,0,8,20,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,1,2,3,4,5,6,7,0,28,1
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,1,1,3,3,5,0,0,8,21,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,0,2,1,2,0,6,7,8,26,1
Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,2,3,2,5,0,0,0,13,0
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,1,3,3,4,6,0,8,26,1
About Prince Balwant Rai Singh/ Who is Prince Balwant Rai Singh ?,"May 5, 1999",12:00:00,Sangrur,Sagittarius,Mula,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,0,1,1,3,4,1,0,0,10,0
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,0,0,1,3,4,0,0,8,16,0
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,2,1,2,3,1,0,8,17,0
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,1,1,1,3,5,5,0,0,16,0
Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,1,1,2,0,6,0,8,18,1
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,0,0,1,2,4,0,0,8,15,0
About Dawid Malan/ Who is Dawid Malan ?,"September 3, 1987",12:00:00,London,Sagittarius,Mula,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,1,2,0,6,0,8,19,1
About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,0,0,1,2,5,0,0,8,16,0
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,1,0,1,2,4,0,0,8,16,0
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,0,1,1,3,5,6,0,0,16,0
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,0,1,1,3,5,0,7,8,25,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,0,1,1,3,0,1,0,8,14,0
Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,0,2,1,2,0,5,7,8,25,1
About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,1,2,3,4,5,6,7,0,28,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,About Imran Khan/ Who is Imran Khan ?,"October 5, 1952",06:45:00,Lahore,Aries,Ashwini,0,2,1,2,0,5,7,8,25,1
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
About C Hari Nishanth/ Who is C Hari Nishanth ?,"August 16, 1996",13:00:00,Chennai,Leo,Magha,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,1,0,3,3,5,1,0,8,21,1
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,About Kuldip Yadav/ Who is Kuldip Yadav ?,"December 14, 1994",12:00:00,Kanpur,Aries,Ashwini,1,1,1,3,5,5,0,0,16,0
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
Salman Khan-1,"December 27, 1965",09:30:00,Mumbai,Capricorn,Uttara Ashadha,About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,0,1,1,4,3,0,0,8,17,0
Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,0,1,1,3,5,6,0,0,16,0
Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,3,0,0,0,8,13,0
About Saurabh Kumar/ Who is Saurabh Kumar ?,"May 1, 1993",12:00:00,Baghpat,Leo,Magha,Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,0,0,1,0,5,1,0,8,15,0
About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,0,1,1,3,5,0,0,8,18,1
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,0,1,3,0,6,7,8,26,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,0,1,1,2,0,0,0,8,12,0
Salman Khan-1,"December 27, 1965",09:30:00,Mumbai,Capricorn,Uttara Ashadha,About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,2,3,2,5,6,0,0,19,1
About Dan Christian/ Who is Dan Christian ?,"May 4, 1983",12:00:00,camperdown,Capricorn,Uttara Ashadha,Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,0,1,1,2,0,5,7,8,24,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,1,2,3,2,4,5,0,0,17,0
About Ks Bharat/ Who is Ks Bharat ?,"October 3, 1993",12:00:00,Vishakhapatnam,Aries,Ashwini,About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,1,1,1,2,0,6,0,0,11,0
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,About R Sai Kishore/ Who is R Sai Kishore ?,"November 6, 1996",12:00:00,Chennai,Leo,Magha,0,0,1,3,4,1,7,8,24,1
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,2,3,2,4,1,0,0,13,0
Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,1,1,2,5,6,7,8,31,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,1,1,3,2,4,6,0,8,25,1
Neil Broom,"November 20, 1983",00:00:00,Christchurch,Aries,Ashwini,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,2,0,1,7,8,21,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,1,1,2,5,6,7,8,31,1
Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,2,3,4,5,6,7,0,28,1
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,0,0,1,0,5,1,0,8,15,0
About Akshar Patel/ Who is Akshar Patel ?,"January 20, 1994",12:00:00,Anand,Aries,Ashwini,About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,1,1,3,2,5,1,0,0,13,0
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,0,1,1,2,0,6,7,8,25,1
About Chris Green/ Who is Chris Green ?,"October 1, 1993",12:00:00,Durban,Pisces,Purva Bhadrapada,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,1,1,3,0,5,7,8,26,1
Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,2,3,4,5,6,7,0,28,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,2,3,2,4,1,0,0,13,0
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,0,0,1,4,3,6,0,8,22,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,1,2,3,3,5,1,0,0,15,0
Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
About C Hari Nishanth/ Who is C Hari Nishanth ?,"August 16, 1996",13:00:00,Chennai,Leo,Magha,R Ashwin,"September 17, 1986",12:00:00,Madras Tamilnadu,Aquarius,Dhanishta,1,0,1,2,0,6,7,8,25,1
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,3,0,1,7,8,22,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,1,0,1,3,0,0,0,0,5,0
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,1,1,1,2,0,1,7,8,21,1
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,2,3,2,5,0,0,0,13,0
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,0,1,1,4,3,0,0,8,17,0
Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,1,1,2,0,6,0,8,19,1
Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,Joachim Low,"February 03, 1960",12:45:00,Schwarzwald,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,3,5,0,7,8,26,1
About Jagadeesha Suchith/ Who is Jagadeesha Suchith ?,"January 16, 1994",12:00:00,Mysore,Aquarius,Dhanishta,Yuvraj Walmiki,"November 25, 1990",12:00:00,Mumbai,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,0,0,1,2,0,6,7,8,24,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,1,1,1,2,0,1,0,8,14,0
Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,Lorenzo Insigne,"June 04, 1991",12:00:00,Naples,Aquarius,Dhanishta,1,2,3,2,4,1,0,0,13,0
About Shahbaz Ahmed/ Who is Shahbaz Ahmed ?,"December 12, 1994",12:00:00,mewat,Pisces,Purva Bhadrapada,About Utkarsh Singh/ Who is Utkarsh Singh ?,"May 7, 1998",12:00:00,Ranchi,Virgo,Uttara Phalguni,1,1,1,3,0,6,7,0,19,1
Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,2,3,2,5,1,0,0,14,0
Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,1,3,3,5,1,0,0,14,0
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Doug Bollinger,"July 24, 1981",12:00:00,Baulkham Hills,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,1,1,1,3,0,1,7,8,22,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Eric Abidal,"September 11, 1979",18:25:00,Lyons,Taurus,Krittika,0,1,1,3,5,6,7,8,31,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,0,1,1,2,5,0,0,8,17,0
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,0,1,1,3,0,1,7,8,21,1
Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,Antonio Candreva,"February 28, 1987",12:00:00,Rome,Aquarius,Dhanishta,1,2,1,2,3,6,7,8,30,1
Sourav Ganguly,"July 08, 1972",01:00:00,kolkata(india),Taurus,Krittika,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,1,1,3,5,6,7,8,32,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,0,1,1,2,0,6,7,8,25,1
Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,Shivendra Singh,"June 09, 1983",12:00:00,Gwalior,Aries,Ashwini,1,0,1,2,5,1,0,8,18,1
About Virendar Sehwag/ Who is Virendar Sehwag ?,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,1,1,1,2,5,6,7,8,31,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Kelly Marie Miller,"September 16, 1978",07:40:00,"92 W 28, 44 N 0",Aquarius,Dhanishta,1,2,3,3,4,1,0,0,14,0
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,About Digvijay Deshmukh/ Who is Digvijay Deshmukh ?,"April 12, 1998",12:00:00,Ambajogai,Libra,Chitra,1,2,3,3,5,1,0,0,15,0
