person1_name,person1_dob,person1_tob,person1_pob,person1_moon_sign,person1_nakshatra,person2_name,person2_dob,person2_tob,person2_pob,person2_moon_sign,person2_nakshatra,varna_score,vashya_score,tara_score,yoni_score,graha_maitri_score,gana_score,bhakoot_score,nadi_score,total_score,compatible
About Tom Banton/ Who is Tom Banton ?,"November 11, 1998",12:00:00,Chiltern Hills,Cancer,Punarvasu,About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,1,0,1,0,5,1,0,8,16,0
About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,1,2,0,0,7,8,20,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,1,1,3,5,1,0,8,20,1
About Akash Singh/ Who is Akash Singh ?,"April 26, 2002",12:00:00,Bharatpur,Libra,Chitra,Rajpal Singh,"August 08, 1983",12:00:00,Chandigarh,Cancer,Punarvasu,0,1,1,2,0,1,7,8,20,1
Dhyan Chand,"August 29, 1905",02:00:00,Allahabad,Cancer,Punarvasu,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,1,1,3,0,1,7,8,22,1
About Rajat Patidar/ Who is Rajat Patidar ?,"June 1, 1993",12:00:00,Indore,Libra,Chitra,Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,0,1,1,3,5,0,7,8,25,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,0,2,1,0,5,0,0,8,16,0
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,2,1,2,0,0,7,0,12,0
About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,Mehtab Hossain,"October 13, 1982",12:00:00,Calcutta,Leo,Magha,1,0,3,3,5,6,0,8,26,1
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,1,1,2,0,6,7,8,26,1
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,1,2,3,2,4,6,0,0,18,1
Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,1,1,1,2,4,6,7,0,22,1
About Priyam Garg/ Who is Priyam Garg ?,"November 30, 2000",12:00:00,Meerut,Capricorn,Uttara Ashadha,R Ashwin,"September 17, 1986",12:00:00,Madras Tamilnadu,Aquarius,Dhanishta,1,1,1,2,5,0,0,8,18,1
Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,0,1,1,0,4,6,0,8,20,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,1,1,1,3,0,6,7,0,19,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Giorgio Chiellini,"August 14, 1984",12:00:00,Pisa,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,0,3,2,5,1,0,8,20,1
About Marco Jansen/ Who is Marco Jansen ?,"May 1, 2000",12:00:00,klerksdorp,Pisces,Purva Bhadrapada,About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,1,1,1,3,0,6,7,0,19,1
Manandeep Singh,"November 03, 1992",12:00:00,Umra,Capricorn,Uttara Ashadha,Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,1,1,1,3,5,0,0,8,19,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,2,3,3,5,0,0,0,14,0
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,1,0,1,3,0,0,7,0,12,0
Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,Ignazio Abate,"November 12, 1986",12:00:00,"Sant''Agata de'' Goti, Italy",Pisces,Purva Bhadrapada,0,1,1,2,0,0,7,8,19,1
About Tim Seifert/ Who is Tim Seifert ?,"December 12, 1994",12:00:00,Whangarei,Pisces,Purva Bhadrapada,Terry Bradshaw,"September 12, 1948",11:10:00,Shreveport LA,Sagittarius,Mula,1,1,1,3,5,0,7,0,18,1
Salman Khan-1,"December 27, 1965",09:30:00,Mumbai,Capricorn,Uttara Ashadha,Neil Broom,"November 20, 1983",00:00:00,Christchurch,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Riley Meredith/ Who is Riley Meredith ?,"June 21, 1996",12:00:00,Hobart,Leo,Magha,About Tim Seifert/ Who is Tim Seifert ?,"December 12, 1994",12:00:00,Whangarei,Pisces,Purva Bhadrapada,0,0,1,3,5,0,0,8,17,0
About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,About Yudhvir Charak/ Who is Yudhvir Charak ?,"December 13, 1997",12:00:00,Jammu,Taurus,Krittika,0,1,1,2,5,1,0,8,18,1
M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,1,1,3,2,4,6,0,8,25,1
About Tim Seifert/ Who is Tim Seifert ?,"December 12, 1994",12:00:00,Whangarei,Pisces,Purva Bhadrapada,Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,1,1,1,3,5,5,0,0,16,0
Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,1,1,3,3,5,1,0,0,14,0
Jim Jackson,"October 14, 1970",10:25:59,"83 W 32, 41 N 39",Pisces,Purva Bhadrapada,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,1,2,3,3,4,5,0,0,18,1
About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,About Bhagath Varma/ Who is Bhagath Varma ?,"September 21, 1998",12:00:00,Chennai,Virgo,Uttara Phalguni,0,2,1,0,5,0,0,8,16,0
Gabriel Paletta,"February 15, 1986",12:00:00,"Longchamps, Buenos Aires, Argentina",Aries,Ashwini,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
About Kartik Tyagi/ Who is Kartik Tyagi ?,"November 8, 2000",12:00:00,Hapur,Pisces,Purva Bhadrapada,M S Dhoni,"July 07, 1981",11:15:00,Ranchi,Virgo,Uttara Phalguni,1,1,1,2,0,6,7,0,18,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,0,5,6,0,8,22,1
Virat Kohli,"November 05, 1988",10:28:00,Delhi,Virgo,Uttara Phalguni,About Ravi Bishnoi/ Who is Ravi Bishnoi ?,"September 5, 2000",12:00:00,Jodhpur,Scorpio,Vishakha,0,0,1,0,0,0,7,8,16,0
Leonardo Bonucci,"May 01, 1987",12:00:00,"Viterbo, Italy",Taurus,Krittika,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,0,2,1,3,3,1,0,8,18,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,0,2,1,2,0,1,7,8,21,1
Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,2,3,4,5,6,7,0,28,1
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,0,1,2,0,6,7,0,17,0
About Fabian Allen/ Who is Fabian Allen ?,"May 7, 1995",12:00:00,Kingston,Cancer,Punarvasu,About Anuj Rawat/ Who is Anuj Rawat ?,"October 17, 1999",12:00:00,Ramnagar,Sagittarius,Mula,1,1,1,2,4,1,0,0,10,0
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Lalith Yadav/ Who is Lalith Yadav ?,"January 3, 1997",12:00:00,Delhi,Libra,Chitra,1,0,1,4,3,6,0,8,23,1
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,1,1,1,2,0,6,7,8,26,1
R Ashwin,"September 17, 1986",12:00:00,Madras Tamilnadu,Aquarius,Dhanishta,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,2,3,3,5,6,0,0,20,1
About Mohit Sharma/ Who is Mohit Sharma ?,"December 19, 1991",12:00:00,Delhi,Taurus,Krittika,Sreejesh Ravindran,"May 08, 1988",12:00:00,Kumarapuram,Capricorn,Uttara Ashadha,1,2,3,2,5,0,0,0,13,0
About Kyle Jamieson/ Who is Kyle Jamieson ?,"December 30, 1994",12:00:00,Auckland,Scorpio,Vishakha,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,1,0,3,3,4,1,0,8,20,1
About Ripal Patel/ Who is Ripal Patel ?,"September 28, 1995",12:00:00,Nadiad,Libra,Chitra,About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,0,0,1,4,3,6,0,8,22,1
Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,1,2,3,3,5,6,0,0,20,1
Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,1,1,1,4,3,0,0,8,18,1
Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
Vikram Pillay,"November 27, 1981",12:00:00,Khadki,Scorpio,Vishakha,Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,1,0,1,0,3,6,7,0,18,1
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,1,3,2,4,6,0,8,25,1
Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,Michael Nobbs,"January 04, 1954",12:00:00,Australian Alps,Sagittarius,Mula,0,1,1,3,3,0,0,8,16,0
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Marco Parolo,"January 25, 1985",12:00:55,"Gallarate, Italy",Pisces,Purva Bhadrapada,0,1,1,4,3,0,0,8,17,0
Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,Matteo Darmian,"December 02, 1989",12:00:00,"Legnano, Italy",Capricorn,Uttara Ashadha,0,1,1,3,5,0,7,8,25,1
Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,1,1,3,3,1,7,8,24,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,2,3,3,5,6,0,0,20,1
About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,Zaheer Khan,"October 07, 1978",12:00:00,Shrirampur,Scorpio,Vishakha,0,0,1,0,0,0,7,8,16,0
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,Phil Jackson,"September 17, 1945",17:39:59,"112 W 43, 46 N 22",Capricorn,Uttara Ashadha,0,1,1,3,5,0,7,8,25,1
Neymar,"February 05, 1992",02:15:00,Mogi das Cruzes,Aquarius,Dhanishta,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,0,0,1,2,0,6,7,8,24,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,About Prince Balwant Rai Singh/ Who is Prince Balwant Rai Singh ?,"May 5, 1999",12:00:00,Sangrur,Sagittarius,Mula,1,1,1,3,4,1,0,0,11,0
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,Thiago Motta,"August 28, 1982",12:00:00,"So Bernardo do Campo, Sao Paulo, Brazil",Sagittarius,Mula,1,1,1,2,5,0,7,0,17,0
About Yashasvi Jaiswal/ Who is Yashasvi Jaiswal ?,"December 28, 2001",12:00:00,Surianwan,Taurus,Krittika,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,1,0,1,2,5,1,0,8,18,1
Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,1,0,1,3,0,6,7,0,18,1
About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Danish Mujtaba,"December 20, 1988",12:00:00,Allahabad,Aries,Ashwini,0,1,1,3,0,1,7,8,21,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,Michael Nobbs,"January 04, 1954",12:00:00,Australian Alps,Sagittarius,Mula,1,0,1,3,5,6,0,8,24,1
About Vishnu Vinod/ Who is Vishnu Vinod ?,"December 2, 1993",12:00:00,Thirumangalam,Gemini,Mrigashira,Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,0,2,1,3,0,1,7,8,22,1
About Prince Balwant Rai Singh/ Who is Prince Balwant Rai Singh ?,"May 5, 1999",12:00:00,Sangrur,Sagittarius,Mula,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,2,1,3,0,1,7,8,23,1
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,Doug Smith,"June 21, 1944",12:09:59,"79 W 23, 43 N 39",Gemini,Mrigashira,1,1,1,2,0,6,7,8,26,1
About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,Mario Balotelli,"August 12, 1990",12:00:00,Palermo,Aries,Ashwini,0,1,1,2,0,1,7,8,20,1
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,1,0,1,3,5,1,0,8,19,1
About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,Gautam Gambhir,"October 14, 1981",12:00:00,Delhi,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
About Tim Seifert/ Who is Tim Seifert ?,"December 12, 1994",12:00:00,Whangarei,Pisces,Purva Bhadrapada,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,1,1,1,2,5,5,0,0,15,0
Salvatore Sirigu,"January 12, 1987",12:00:00,"Nuoro, Italy",Taurus,Krittika,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,1,1,3,3,5,0,0,8,21,1
V V S Laxman,"November 01, 1974",10:26:23,Hyderabad,Aries,Ashwini,Red Smith,"September 25, 1905",06:15:00,"88 W 1, 44 N 29",Cancer,Punarvasu,0,1,1,2,4,6,7,0,21,1
About Harishankar Reddy/ Who is Harishankar Reddy ?,"June 2, 1998",12:00:00,Rayachoti,Leo,Magha,Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,1,0,3,3,5,6,0,8,26,1
Ishant Sharma,"September 02, 1988",12:00:00,Delhi,Taurus,Krittika,V. R. Raghunath,"November 01, 1988",12:00:00,Kodagu,Cancer,Punarvasu,0,1,1,3,0,1,7,8,21,1
About Kuldip Yadav/ Who is Kuldip Yadav ?,"December 14, 1994",12:00:00,Kanpur,Aries,Ashwini,Roy Hodgson,"August 09, 1947",12:00:00,Croydon,Aries,Ashwini,1,2,3,4,5,6,7,0,28,1
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,About Josh Philippe/ Who is Josh Philippe ?,"June 1, 1997",12:00:00,Subiaco,Pisces,Purva Bhadrapada,0,1,1,3,3,6,7,8,29,1
Heena Sidhu,"August 29, 1989",12:00:00,Ludhiana,Cancer,Punarvasu,Virender Sehwag,"October 20, 1978",02:45:00,Delhi,Taurus,Krittika,1,1,1,3,0,1,7,8,22,1
About Mohammed Azharuddeen/ Who is Mohammed Azharuddeen ?,"March 22, 1994",12:00:00,Thalangara,Gemini,Mrigashira,Phil Foden,"May 28, 2000",00:00:00,Manchester,Aquarius,Dhanishta,1,2,3,2,4,1,0,0,13,0
About Sanjay Yadav/ Who is Sanjay Yadav ?,"May 10, 1995",12:00:00,Gorakhpur,Leo,Magha,Yograj Singh,"March 25, 1958",12:00:00,Ludhiana,Taurus,Krittika,1,0,1,2,0,6,7,0,17,0
About Alex Carey/ Who is Alex Carey ?,"August 27, 1991",12:00:00,loxton,Aquarius,Dhanishta,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,0,2,1,2,3,6,7,8,29,1
Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,0,2,1,2,0,5,7,8,25,1
Peter Judge,"October 10, 1959",09:53:59,"71 W 4, 42 N 21",Capricorn,Uttara Ashadha,Andrea Barzagli,"May 08, 1981",12:00:00,"Fiesole, Italy",Gemini,Mrigashira,1,1,1,0,4,5,0,8,20,1
Claudio Marchisio,"January 19, 1986",12:00:00,Turin,Aries,Ashwini,Michael Nobbs,"January 04, 1954",12:00:00,Australian Alps,Sagittarius,Mula,1,1,3,3,5,1,0,0,14,0
About Venkatesh Iyer/ Who is Venkatesh Iyer ?,"December 25, 1994",12:00:00,Indore,Virgo,Uttara Phalguni,Parupalli Kashyap,"September 08, 1986",12:00:00,Hyderabad,Libra,Chitra,1,2,1,0,5,0,0,8,17,0
About Kuldip Yadav/ Who is Kuldip Yadav ?,"December 14, 1994",12:00:00,Kanpur,Aries,Ashwini,Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,1,2,1,2,0,6,7,8,27,1
Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,Antonio Cassano,"July 12, 1982",12:00:00,Bari,Pisces,Purva Bhadrapada,1,2,3,4,5,6,7,0,28,1
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,About Kc Cariappa/ Who is Kc Cariappa ?,"April 13, 1994",12:00:00,Bangalore,Aries,Ashwini,0,1,1,3,3,1,7,8,24,1
Daniele De Rossi,"July 24, 1983",12:00:00,Rome,Capricorn,Uttara Ashadha,Jose Brasa,"August 22, 1951",12:00:00,Spanish,Aries,Ashwini,0,2,1,3,0,5,7,8,26,1
About Tushar Deshpande/ Who is Tushar Deshpande ?,"May 15, 1995",12:00:00,Mumbai,Scorpio,Vishakha,About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,1,0,1,3,0,0,7,0,12,0
Robin Roberts,"September 30, 1926",11:44:59,"89 W 39, 39 N 47",Cancer,Punarvasu,Justin Ryan Simpson,"August 06, 1988",23:46:00,"118 W 29, 34 N 0",Taurus,Krittika,1,1,1,2,0,1,7,8,21,1
About Jhye Richardson/ Who is Jhye Richardson ?,"September 20, 1996",12:00:00,murdoch,Scorpio,Vishakha,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,0,1,2,0,1,0,8,13,0
About Daniel Sams/ Who is Daniel Sams ?,"October 27, 1992",12:00:00,Milperra,Libra,Chitra,Sachin Tendulkar,"April 24, 1973",14:25:00,Mumbai,Sagittarius,Mula,0,2,1,2,0,6,7,8,26,1
Manoj Kumar Boxer,"December 10, 1986",12:00:00,Kaithal,Pisces,Purva Bhadrapada,Sardara Singh,"July 15, 1986",12:00:00,Sant Nagar,Libra,Chitra,1,1,1,2,0,0,0,8,13,0
Andrew Luck,"September 12, 1989",00:00:00,Washington D.C.,Capricorn,Uttara Ashadha,Alberto Aquilani,"July 07, 1984",12:00:00,Rome,Libra,Chitra,1,1,1,3,5,0,7,8,26,1
About Tom Curran/ Who is Tom Curran ?,"March 12, 1995",12:00:00,Cape Town,Cancer,Punarvasu,About Finn Allen/ Who is Finn Allen ?,"April 22, 1999",12:00:00,Auckland,Gemini,Mrigashira,1,1,1,3,1,6,0,8,21,1
Rahul Dravid,"January 11, 1973",10:58:00,Indore,Pisces,Purva Bhadrapada,Ciro Immobile,"February 20, 1990",12:00:00,"Torre Annunziata, Italy",Sagittarius,Mula,1,1,1,3,5,0,7,0,18,1
About Sandeep Bavanaka/ Who is Sandeep Bavanaka ?,"April 25, 1992",12:00:00,Hyderabad,Capricorn,Uttara Ashadha,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,0,1,1,2,0,5,7,8,24,1
About Lukman Meriwala/ Who is Lukman Meriwala ?,"December 11, 1991",12:00:00,Vadodara,Capricorn,Uttara Ashadha,Akanksha Singh,"July 30, 1990",12:00:00,Varanasi,Libra,Chitra,1,1,1,3,5,0,7,8,26,1
Diego Maradona,"October 30, 1960",07:05:00,Buenos Aires,Aquarius,Dhanishta,Marco Verratti,"November 05, 1992",12:00:00,Pescara,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
About C Hari Nishanth/ Who is C Hari Nishanth ?,"August 16, 1996",13:00:00,Chennai,Leo,Magha,Alessio Cerci,"July 23, 1987",12:00:00,"Velletri, Italy",Gemini,Mrigashira,1,0,1,2,4,1,7,8,24,1
About Abdul Samad/ Who is Abdul Samad ?,"October 28, 2001",12:00:00,Kalakote,Aquarius,Dhanishta,Drew Brees,"January 15, 1979",00:00:00,Austin,Cancer,Punarvasu,0,1,1,3,0,1,0,8,14,0
About Arjun Tendulkar/ Who is Arjun Tendulkar ?,"September 24, 1999",12:00:00,Mumbai,Aquarius,Dhanishta,R Ashwin,"September 17, 1986",12:00:00,Madras Tamilnadu,Aquarius,Dhanishta,1,2,3,4,5,6,7,0,28,1
About C Hari Nishanth/ Who is C Hari Nishanth ?,"August 16, 1996",13:00:00,Chennai,Leo,Magha,Mattia De Sciglio,"October 20, 1992",12:00:00,Milan,Cancer,Punarvasu,0,0,1,0,5,1,0,8,15,0
Sourav Ganguly-1,"July 08, 1972",05:45:00,Calcutta,Taurus,Krittika,Brian Hill,"September 19, 1947",04:08:59,"74 W 9, 40 N 43",Libra,Chitra,1,1,1,0,5,6,0,8,22,1
About Praveen Dubey/ Who is Praveen Dubey ?,"July 1, 1993",12:00:00,Azamgarh,Scorpio,Vishakha,About Sheldon Cottrell/ Who is Sheldon Cottrell ?,"August 19, 1989",12:00:00,jamaica,Pisces,Purva Bhadrapada,1,0,3,2,5,0,0,8,19,1
About Ishan Porel/ Who is Ishan Porel ?,"September 5, 1998",12:00:00,Chinsura,Aquarius,Dhanishta,Deepak Thakur,"December 28, 1980",12:00:00,Bhamowal,Virgo,Uttara Phalguni,0,2,1,2,4,0,0,8,17,0
Chris Miller,"August 09, 1965",09:36:59,"117 W 45, 34 N 3",Sagittarius,Mula,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,2,1,2,0,1,7,8,22,1
Mattia Perin,"November 10, 1992",12:00:00,Latina,Aries,Ashwini,Gurbaj Singh,"August 09, 1988",12:00:00,Jalandhar,Gemini,Mrigashira,1,1,1,3,0,6,7,8,27,1
About Pv Sindhu/ Who is Pv Sindhu ?,"July 5, 1995",12:00:00,Hyderabad,Virgo,Uttara Phalguni,Lance Armstrong,"September 18, 1971",12:00:00,Plano,Leo,Magha,0,0,1,3,4,0,0,8,16,0
